Female_genotype,Species,DTS,DTA,PH,EH,EN,BW,BL,SL,SPAD1,SPAD1_Date,Species,SPAD2_Date,Leaf_Auringle,ST,StPu,StPi,Kinki,Prolif,NBR,LI_COR,LI_COR_Date,SCiO,SCiO_Date
Bals-JSG-RMM-LCL-524_P2_P1_P3_P2.2.1.1,Bals,7/3/23,7/2/23,211,79,2,7.7,63,14,62.8,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,2,52.7,8/5/23,NA,NA
Mesa-JSG-RMM-LCL-536_P1_P1_P1_P1.1.1.1,Mesa,6/30/23,6/27/23,194,64,2,7.5,49.5,14,54.7,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,0,26.2,8/3/23,NA,NA
Zlux-G6_P4_P1_P1_P1.1.1.1,Zlux,7/3/23,7/3/23,200,71,2,7.9,60.2,15,46.4,7/20/23,Zlux,1/0/1900,NA,N,N,N,NA,NA,1,25.2,8/5/23,NA,NA
Mesa-JSG-Y-RMM-440_P1_P1_P5_P1.1.1.1,Mesa,6/28/23,6/28/23,170,67,3,8.9,58,13.4,42.3,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,0,42.1,8/2/23,NA,NA
Zlux-G3_P3_P1_P3_P1.3.1.1,Zlux,7/2/23,7/2/23,201,80,4,8.7,65,13.4,59.6,7/20/23,Zlux,1/0/1900,NA,N,N,N,NA,NA,1,46.3,8/5/23,NA,NA
Bals-JACV-T-082_P2_P1_P2_P2.2.1.1,Bals,7/2/23,7/2/23,231,81,3,9.6,67.1,15.9,63,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,44.1,8/5/23,NA,NA
Hueh-H2_P4_P1_P3_P1.4.1.1,Hueh,7/2/23,7/2/23,194,63,4,7.8,61,13.7,58.6,7/20/23,Hueh,1/0/1900,NA,N,N,N,NA,NA,1,38.9,8/5/23,NA,NA
Bals-JSG-RMM-LCL-568_P3_P1_P5_P1.2.1.1,Bals,7/2/23,6/26/23,186,55,2,7.8,62.9,12.6,54.7,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,34.3,8/5/23,NA,NA
Bals-JSG-RMM-LCL-514_P1_P1_P3_P1.2.1.1,Bals,7/3/23,7/1/23,191,50,3,7.5,63.1,13.4,55.8,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,2,28.5,8/5/23,NA,NA
Zlux-G3_P3_P1_P2_P1.4.1.1,Zlux,7/5/23,7/5/23,193,60,2,7.2,58.2,13.7,56.9,7/20/23,Zlux,1/0/1900,NA,N,N,N,NA,NA,1,38.5,8/10/23,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P4_P2.1.1.1,Dura,7/2/23,6/30/23,182,67,2,7.7,52.1,12.9,48.5,7/20/23,Dura,1/0/1900,NA,N,N,N,NA,NA,1,33.1,8/5/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P5_P4.1.1.1,Dura,6/30/23,7/1/23,176,65,4,8.3,65,13.4,57,7/20/23,Dura,1/0/1900,NA,N,N,N,NA,NA,1,39.3,8/3/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P5_P1.2.1.1,Dura,6/28/23,6/25/23,130,49,2,5.2,39.7,11,47.8,7/20/23,Dura,1/0/1900,NA,N,N,N,NA,NA,0,47.7,8/2/23,NA,NA
Bals-JLNCM-649_P4_P1_P4_P1.2.1.1,Bals,7/1/23,6/30/23,213,99,5,9.1,67.9,12.6,51.9,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,46.7,8/3/23,NA,NA
Chal-JSG-JMHC-626_P4_P2_P1_P1.4.1.1,Chal,7/5/23,7/4/23,185,55,2,9.2,66.1,12.5,65.1,7/20/23,Chal,1/0/1900,NA,N,N,N,NA,NA,1,27.6,8/10/23,NA,NA
Bals-DMA-2008-1_P3_P1_P2_P1.1.1.1,Bals,6/28/23,6/28/23,191,61,3,8,61.8,13.1,57.3,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,40.1,8/2/23,NA,NA
Bals-JSG-Y-RMM-457_P3_P1_P2_P1.1.1.1,Bals,7/3/23,7/1/23,242,100,2,8.1,61.5,15.4,48.7,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,2,46.7,8/5/23,NA,NA
Bals-JSG-LCL-676_P3_P1_P4_P1.2.1.1,Bals,7/2/23,6/30/23,212,83,3,8.9,70.9,13.9,58,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,2,37.4,8/5/23,NA,NA
Zdip-JLVTKV-720_P1_P1_P4_P3.1.1.1,Zdip,6/30/23,6/30/23,196,60,3,7.2,54.7,16.1,48.6,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,2,35.1,8/3/23,NA,NA
Zdip-CIM10003_P3_P1_P2_P5.2.1.1,Zdip,7/3/23,7/3/23,206,75,4,8.4,66.8,14.2,49.8,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,2,41.8,8/5/23,NA,NA
Nabo-JSG-SRV-606_P2_P1_P5_P2.2.1.1,Nabo,6/28/23,6/25/23,171,56,2,7.9,61.4,13,59.7,7/20/23,Nabo,1/0/1900,NA,N,N,N,NA,NA,1,53.4,8/2/23,NA,NA
Bals-JSG-467_P2_P1_P2_P2.2.1.1,Bals,7/2/23,7/1/23,197,65,2,7.3,59.1,14.1,59.2,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,41.6,8/5/23,NA,NA
B73,B73,6/30/23,6/30/23,182,70,2,7.3,57,13.4,59.5,7/20/23,B73,1/0/1900,NA,N,N,N,NA,NA,2,44.1,8/3/23,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P2_P3.3.1.1,Zdip,6/30/23,6/28/23,177,42,3,8,58.2,12.8,58.3,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,1,44.1,8/3/23,NA,NA
Mesa-JSG-Y-RMM-447_P4_P1_P3_P1.1.1.1,Mesa,7/3/23,7/1/23,216,82,1,9.5,70.8,15.8,58.8,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,48.1,8/5/23,NA,NA
Mesa-JSG-LCL-689_P2_P1_P2_P1.1.1.1,Mesa,6/29/23,6/30/23,204,85,4,7.3,53.8,14.4,51.6,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,46.6,8/2/23,NA,NA
Mesa-JSG-LCL-566_P2_P1_P3_P1.1.1.1,Mesa,6/28/23,6/27/23,210,85,3,8,63.5,13,56.8,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,48.7,8/2/23,NA,NA
Bals-JSG-LCL-704_P2_P1_P3_P1.2.1.1,Bals,7/2/23,7/2/23,196,57,5,7.6,57,14,59.4,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,5.6,8/5/23,NA,NA
Zdip-CIM10003_P2_P1_P5_P3.3.1.1,Zdip,7/11/23,7/7/23,141,35,1,7.2,45,12,51.2,7/20/23,Zdip,segregating,NA,N,N,N,NA,NA,0,21.2,8/10/23,NA,NA
Bals-JSG-LCL-676_P3_P1_P2_P1.2.1.1,Bals,7/3/23,7/4/23,180,37,3,9,73.4,13.2,52.5,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,2,19.8,8/5/23,NA,NA
Mesa-JSG-Y-RMM-447_P4_P1_P5_P1.2.1.1,Mesa,6/30/23,6/28/23,192,65,3,9,70.4,13.5,58.5,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,16.2,8/3/23,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P1_P1.3.1.1,Dura,6/29/23,6/29/23,132,54,3,6.6,40.5,11.4,47.1,7/20/23,Dura,1/0/1900,NA,N,N,N,NA,NA,1,12,8/2/23,NA,NA
Zlux-G3_P3_P1_P5_P1.2.1.1,Zlux,7/5/23,7/5/23,175,43,2,8.4,67.1,13.8,56.5,7/20/23,Zlux,tagged plant first to senesce,NA,N,N,N,NA,NA,1,8.8,8/10/23,NA,NA
Zlux-G6_P4_P1_P3_P2.5.1.1,Zlux,7/1/23,6/30/23,196,66,2,8.7,64.9,14,63.7,7/20/23,Zlux,1/0/1900,NA,N,N,N,NA,NA,1,49.7,8/3/23,NA,NA
Nabo-JSG-SRV-604_P2_P1_P2_P1.1.1.1,Nabo,7/2/23,7/2/23,197,63,3,8.5,65.5,14.6,61.7,7/20/23,Nabo,1/0/1900,NA,N,N,N,NA,NA,1,46.6,8/5/23,NA,NA
Bals-JSG-Y-LOS-142_P2_P1_P3_P1.1.1.1,Bals,7/3/23,7/3/23,177,51,2,8.1,57.9,14.2,48.1,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,34.7,8/5/23,NA,NA
Nabo-JSG-SRV-606_P2_P1_P1_P1.3.1.1,Nabo,6/28/23,6/27/23,156,55,4,7.1,56.1,12.2,57.1,7/20/23,Nabo,1/0/1900,NA,N,N,N,NA,NA,NA,13.2,8/2/23,NA,NA
B73,B73,7/1/23,6/30/23,181,74,2,8.4,60.1,13.5,62.3,7/20/23,B73,1/0/1900,NA,N,N,N,NA,NA,2,52.8,8/3/23,NA,NA
Zdip-CIM10003_P2_P1_P5_P2.3.1.1,Zdip,7/2/23,7/2/23,168,58,2,7.9,49.9,12,50.3,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,1,45,8/5/23,NA,NA
Mesa-JSG-RMM-LCL-473_P3_P1_P2_P1.3.1.1,Mesa,7/2/23,7/2/23,206,82,3,7.9,56,14.6,59.1,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,2,49.8,8/5/23,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P5_P2.5.1.1,Dura,7/3/23,7/2/23,188,53,2,9.6,72,12.9,51.5,7/20/23,Dura,1/0/1900,NA,N,N,N,NA,NA,2,29.9,8/5/23,NA,NA
Zdip-CIM10003_P3_P1_P1_P2.2.1.1,Zdip,7/1/23,6/30/23,222,83,2,9.1,66.5,15.5,60.9,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,0,46.8,8/3/23,NA,NA
Chal-JSG-RMM-LCL-476_P2_P1_P4_P1.1.1.1,Chal,6/27/23,6/27/23,148,50,2,6.5,45.5,13,45.7,7/20/23,Chal,1/0/1900,NA,N,N,Y,NA,NA,1,35.8,8/1/23,NA,NA
Bals-JSG-Y-RMM-458_P1_P1_P2_P1.2.1.1,Bals,7/7/23,7/6/23,188,80,3,8.2,61.2,14.8,49.8,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,2,25.5,8/10/23,NA,NA
B73,B73,7/2/23,7/2/23,184,72,2,7.1,56.9,13.4,55.7,7/20/23,B73,1/0/1900,NA,N,N,N,NA,NA,1,46.8,8/5/23,NA,NA
Zdip-JLVTKV-720_P1_P1_P5_P3.2.1.1,Zdip,6/30/23,6/30/23,169,51,3,6.5,51.5,12.9,57.9,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,0,51.4,8/3/23,NA,NA
Purple Check,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/20/23,Check,1/0/1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-534_P1_P1_P1_P1.1.1.1,Bals,7/3/23,7/5/23,177,75,3,6.4,54,14.2,49.6,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,41.7,8/5/23,NA,NA
Bals-JSG-RMM-558_P3_P1_P2_P2.1.1.1,Bals,7/14/23,7/7/23,163,46,1,5.6,47,12.4,27.9,7/20/23,Bals,delayed shoots,NA,N,N,N,NA,NA,0,15.7,8/15/23,NA,NA
Bals-JLNCM-646_P2_P1_P1_P2.2.1.1,Bals,7/2/23,6/30/23,188,70,2,6.1,47.1,14.4,50.5,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,42.5,8/5/23,NA,NA
B73,B73,6/30/23,6/28/23,192,64,3,7.9,56,13.5,55.8,7/20/23,B73,1/0/1900,NA,N,N,N,NA,NA,1,9.1,8/3/23,NA,NA
Chal-JSG-JMHC-614_P1_P1_P3_P1.1.1.1,Chal,7/6/23,7/5/23,180,60,3,7.3,55,13.1,39.6,7/20/23,Chal,1/0/1900,NA,N,N,N,NA,NA,1,6.3,8/10/23,NA,NA
Mesa-JSG-Y-RMM-440_P3_P1_P4_P1.1.1.1,Mesa,7/3/23,7/2/23,186,74,2,7.6,59.8,13.7,55.8,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,43.1,8/5/23,NA,NA
Nabo-JSG-SRV-604_P3_P1_P4_P1.1.1.1,Nabo,7/2/23,6/27/23,201,60,2,9.3,71,13.4,53.9,7/20/23,Nabo,1/0/1900,NA,N,N,N,NA,NA,2,49,8/5/23,NA,NA
Bals-JACV-T-049_P2_P1_P4_P1.1.1.1,Bals,7/2/23,7/2/23,207,85,2,7.7,55.4,14.6,60.7,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,40.2,8/5/23,NA,NA
Bals-JLNCM-643_P3_P1_P4_P1.2.1.1,Bals,6/30/23,6/30/23,196,76,3,7.6,54,14.4,51.7,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,48.2,8/3/23,NA,NA
Bals-JSG-RMM-LCL-568_P3_P1_P2_P1.2.1.1,Bals,7/3/23,7/4/23,227,79,2,8.6,68.5,16.2,55.8,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,2,45.6,8/5/23,NA,NA
Bals-JSG-RMM-LCL-514_P1_P1_P1_P1.1.1.1,Bals,6/30/23,6/28/23,155,66,3,6,43.7,13.5,49.8,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,41.5,8/3/23,NA,NA
Bals-JSG-LCL-672_P4_P1_P4_P1.1.1.1,Bals,7/5/23,7/4/23,196,70,2,7.5,52.3,12.7,58.1,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,10,8/10/23,NA,NA
Zlux-G6_P4_P1_P3_P1.1.1.1,Zlux,7/8/23,7/5/23,220,85,2,10.1,68.5,15,53.5,7/20/23,Zlux,1/0/1900,NA,N,N,Y,NA,NA,1,36,8/15/23,NA,NA
Mesa-JACV-T-018_P2_P1_P3_P1.1.1.1,Mesa,7/3/23,7/2/23,157,30,2,7.7,60.1,12,51.2,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,48.9,8/5/23,NA,NA
Chal-JSG-JMHC-626_P4_P1_P5_P1.2.1.1,Chal,6/29/23,6/29/23,161,60,2,7.2,54.8,14.7,48.6,7/20/23,Chal,1/0/1900,NA,N,N,N,NA,NA,1,31,8/2/23,NA,NA
Chal-JSG-RMM-LCL-476_P2_P1_P4_P1.2.1.1,Chal,7/2/23,6/30/23,188,53,2,7.3,55.6,14,47.7,7/20/23,Chal,1/0/1900,NA,N,N,N,NA,NA,1,43.3,8/5/23,NA,NA
Mesa-JACV-T-018_P2_P1_P5_P1.2.1.1,Mesa,7/2/23,6/30/23,188,77,1,8.7,62,13.8,57,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,0,55,8/5/23,NA,NA
Nabo-JSG-SRV-606_P2_P1_P2_P3.4.1.1,Nabo,7/2/23,7/1/23,195,74,3,6.7,60.2,14.5,59.8,7/20/23,Nabo,1/0/1900,NA,N,N,N,NA,NA,1,45.9,8/5/23,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P1_P3.4.1.1,Zdip,7/2/23,7/3/23,205,73,2,7.6,63.4,15.7,55,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,2,39.6,8/5/23,NA,NA
Bals-JSG-LCL-JR-P-702_P4_P1_P1_P1.2.1.1,Bals,7/2/23,7/1/23,171,41,2,7.8,60.7,12.7,62.6,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,51.3,8/5/23,NA,NA
Zdip-CIM10003_P2_P1_P4_P3.3.1.1,Zdip,6/27/23,6/27/23,183,61,2,7.5,54,14,45.6,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,1,32.4,8/1/23,NA,NA
Dura-JSG-Y-RMM-429_P2_P1_P5_P2.1.1.1,Dura,6/27/23,6/27/23,186,61,3,7.5,60,14.4,55.2,7/20/23,Dura,1/0/1900,NA,N,N,N,NA,NA,1,33.9,8/1/23,NA,NA
Chal-JSG-JMHC-631_P2_P1_P4_P1.1.1.1,Chal,7/1/23,6/29/23,197,70,1,7.9,65.5,14.4,62.2,7/20/23,Chal,1/0/1900,NA,N,N,N,NA,NA,2,52.4,8/3/23,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P1_P4.1.1.1,Dura,6/28/23,6/28/23,183,60,2,7.6,59.5,14,54.1,7/20/23,Dura,1/0/1900,NA,N,N,N,NA,NA,0,37.6,8/2/23,NA,NA
Zdip-JSG-RMM-LCL-551_P2_P1_P3_P2.1.1.1,Zdip,7/13/23,7/8/23,221,80,1,6.8,66.8,15.1,52.6,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,2,22.5,8/15/23,NA,NA
Bals-JLNCM-654_P1_P1_P3_P1.1.1.1,Bals,7/2/23,7/2/23,211,89,3,6.9,57.1,14.7,59.9,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,2,15.8,8/5/23,NA,NA
Zdip-CIM10003_P2_P1_P3_P2.1.1.1,Zdip,7/6/23,7/5/23,194,68,3,8.6,61.8,14.8,57.2,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,1,35.4,8/10/23,NA,NA
Mesa-JSG-Y-LOS-75_P1_P1_P5_P1.2.1.1,Mesa,6/28/23,6/28/23,172,50,4,6.1,55.1,13,49.7,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,36.3,8/2/23,NA,NA
Mesa-JSG-465_P1_P1_P2_P1.2.1.1,Mesa,7/1/23,6/29/23,197,58,2,7.7,65.5,15,52,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,9.3,8/3/23,NA,NA
Mesa-JSG-Y-RMM-438_P1_P1_P4_P1.1.1.1,Mesa,6/29/23,6/29/23,181,67,2,6.7,55.7,15,51.5,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,0,29.5,8/2/23,NA,NA
Zlux-G1_P1_P1_P1_P1.2.1.1,Zlux,7/3/23,7/2/23,197,62,2,8.6,67.4,14.2,50.9,7/20/23,Zlux,1/0/1900,NA,N,N,N,NA,NA,1,37.5,8/5/23,NA,NA
Chal-CIM11400_P2_P1_P5_P1.1.1.1,Chal,6/28/23,6/26/23,178,55,2,8.2,59,14,53.9,7/20/23,Chal,1/0/1900,NA,N,N,N,NA,NA,1,28.2,8/2/23,NA,NA
Bals-JACV-T-082_P2_P1_P1_P1.1.1.1,Bals,7/5/23,7/5/23,184,48,3,7.9,62.4,12.7,56.9,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,7.8,8/10/23,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P3_P5.1.1.1,Dura,6/28/23,6/30/23,155,66,12,6.7,53.7,11.4,61.7,7/20/23,Dura,1/0/1900,NA,N,N,N,NA,NA,2,34.1,8/2/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P4_P5.4.1.1,Zdip,7/5/23,7/5/23,185,70,2,7.7,57.5,13.7,45.3,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,1,42.1,8/10/23,NA,NA
Bals-JSG-LCL-JR-P-702_P4_P1_P2_P1.1.1.1,Bals,7/3/23,7/2/23,193,86,2,7,52.1,14.7,52.3,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,NA,1/0/1900,NA,NA
Hueh-H2_P4_P1_P3_P3.3.1.1,Hueh,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/20/23,Hueh,NG,NA,NA,NA,NA,NA,NA,NA,NA,1/0/1900,NA,NA
B73,B73,7/3/23,7/2/23,180,55,2,7.7,53,12.5,51.2,7/20/23,B73,1/0/1900,NA,N,N,N,NA,NA,1,32.5,8/5/23,NA,NA
Bals-JSG-RMM-LCL-495_P4_P1_P4_P2.1.1.1,Bals,6/29/23,6/27/23,183,65,3,7.1,48.7,13.4,52.6,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,8.3,8/2/23,NA,NA
B73,B73,6/30/23,6/30/23,184,72,2,7,54.7,13.5,59.3,7/20/23,B73,1/0/1900,NA,N,N,N,NA,NA,1,45.9,8/3/23,NA,NA
Nabo-JSG-SRV-606_P2_P1_P3_P1.4.1.1,Nabo,6/26/23,6/25/23,162,48,2,6,50.9,11,45.7,7/20/23,Nabo,1/0/1900,NA,N,N,N,NA,NA,1,29.1,7/31/23,NA,NA
Nabo-JSG-SRV-604_P2_P1_P5_P1.3.1.1,Nabo,6/30/23,6/30/23,201,85,5,7.4,58.1,15,53,7/20/23,Nabo,1/0/1900,NA,N,N,N,NA,NA,1,19.1,8/3/23,NA,NA
Bals-JSG-RMM-LCL-474_P2_P1_P4_P1.2.1.1,Bals,7/3/23,7/3/23,185,50,3,8,58.5,13,55.6,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,43.8,8/5/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P4_P4.2.1.1,Zdip,7/3/23,7/3/23,179,61,3,9.6,70.2,12.2,63.5,7/20/23,Zdip,Segregating cob on tassle :P,NA,N,N,N,NA,NA,1,36.6,8/5/23,NA,NA
Bals-JSG-Y-RMM-457_P3_P1_P5_P2.1.1.1,Bals,7/2/23,7/2/23,147,43,6,6.5,60.5,14.7,66.1,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,56.5,8/5/23,NA,NA
Zdip-JLVTKV-720_P1_P1_P5_P4.2.1.1,Zdip,7/2/23,6/30/23,195,65,2,7.6,54.4,14.5,58.6,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,2,42.7,8/5/23,NA,NA
Mesa-JACV-T-018_P2_P1_P5_P1.1.1.1,Mesa,6/29/23,6/29/23,189,70,2,7.6,59,13,60.7,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,44.1,8/2/23,NA,NA
Chal-JSG-JMHC-626_P4_P1_P2_P1.1.1.1,Chal,6/28/23,6/28/23,195,80,3,6.8,49.6,14.3,47.8,7/20/23,Chal,1/0/1900,NA,N,N,Y,NA,NA,1,32,8/2/23,NA,NA
Zdip-JLVTKV-719_P2_P1_P1_P3.2.1.1,Zdip,7/6/23,7/3/23,187,71,2,7,53.5,14.3,52.1,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,1,NA,1/0/1900,NA,NA
Bals-JSG-LCL-JR-P-702_P4_P1_P1_P2.1.1.1,Bals,7/1/23,6/28/23,187,75,3,8,59.9,13.4,53.6,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,42.6,8/3/23,NA,NA
Chal-CIM11400_P2_P1_P1_P1.1.1.1,Chal,7/5/23,7/3/23,194,65,2,9.7,64.5,14.7,67.7,7/20/23,Chal,1/0/1900,NA,N,N,Y,NA,NA,2,26.4,8/10/23,NA,NA
Bals-JSG-LCL-672_P4_P1_P2_P1.1.1.1,Bals,7/2/23,7/2/23,173,61,1,7.2,49.9,13.8,54.8,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,21,8/5/23,NA,NA
Bals-JSG-RMM-558_P3_P1_P2_P1.2.1.1,Bals,7/2/23,7/1/23,189,60,2,7,58.7,13.2,40.7,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,34.8,8/5/23,NA,NA
Mesa-JSG-427_P2_P1_P4_P1.1.1.1,Mesa,7/1/23,6/30/23,200,74,2,7,58.1,13.4,51.7,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,31.4,8/3/23,NA,NA
Bals-JLHNM-661_P2_P2_P5_P1.2.1.1,Bals,6/30/23,6/29/23,184,68,2,7,52.6,12.9,56.6,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,40.2,8/3/23,NA,NA
Bals-JSG-RMM-558_P3_P1_P3_P1.3.1.1,Bals,7/6/23,7/5/23,225,85,4,8.1,60.5,15,50.6,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,18.9,8/10/23,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P4_P5.1.1.1,Dura,6/28/23,6/28/23,187,70,3,7.4,56,12.8,47.4,7/20/23,Dura,1/0/1900,NA,N,N,N,NA,NA,1,35.5,8/2/23,NA,NA
Bals-JSG-RMM-LCL-546_P3_P1_P2_P1.2.1.1,Bals,7/3/23,7/2/23,209,84,2,7.6,58.4,13.8,54.5,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,2,36.5,8/5/23,NA,NA
Chal-CIM27215(CIM-1)_P2_P1_P2_P2.3.1.1,Chal,7/2/23,7/3/23,201,70,2,7.6,56.4,12.8,51.2,7/20/23,Chal,1/0/1900,NA,N,N,N,NA,NA,1,36.2,8/5/23,NA,NA
Mesa-JSG-LCL-566_P2_P1_P4_P2.1.1.1,Mesa,7/3/23,7/2/23,207,80,4,6.8,54.8,13,49.3,7/20/23,Mesa,1/0/1900,NA,N,N,N,NA,NA,1,43.3,8/5/23,NA,NA
Chal-JSG-JMHC-634_P3_P1_P4_P2.2.1.1,Chal,7/1/23,7/1/23,188,67,2,7,53.7,15.2,52.5,7/20/23,Chal,1/0/1900,NA,N,N,N,NA,NA,1,35.1,8/3/23,NA,NA
Bals-JSG-Y-RMM-458_P1_P1_P5_P1.1.1.1,Bals,7/2/23,7/2/23,207,69,4,7.9,58.8,14.1,NA,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,16.5,8/5/23,NA,NA
Zdip-JLVTKV-720_P1_P1_P4_P5.1.1.1,Zdip,7/3/23,7/3/23,179,75,3,8.3,51,13.4,64.1,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,1,58.4,8/5/23,NA,NA
Nabo-JSG-SRV-604_P2_P1_P5_P1.1.1.1,Nabo,7/3/23,7/2/23,175,65,2,8,50.7,14.5,58.9,7/20/23,Nabo,1/0/1900,NA,N,N,N,NA,NA,1,54,8/5/23,NA,NA
Zdip-JLVTKV-720_P1_P1_P4_P2.3.1.1,Zdip,6/29/23,6/30/23,213,60,1,8.4,50,15.4,53.9,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,1,48.8,8/2/23,NA,NA
Zdip-CIM10003_P2_P1_P1_P1.2.1.1,Zdip,7/2/23,7/2/23,201,64,3,9,59.6,14.1,61.1,7/20/23,Zdip,1/0/1900,NA,N,N,N,NA,NA,2,49.6,8/5/23,NA,NA
Bals-JSG-LCL-676_P3_P1_P3_P1.2.1.1,Bals,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/20/23,Bals,NG,NA,NA,NA,NA,NA,NA,NA,NA,1/0/1900,NA,NA
Mesa-JSG-Y-RMM-438_P1_P1_P4_P2.2.1.1,Mesa,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/20/23,Mesa,NG,NA,NA,NA,NA,NA,NA,NA,NA,1/0/1900,NA,NA
Bals-JSG-RMM-LCL-517_P2_P1_P2_P1.1.1.1,Bals,7/3/23,7/3/23,167,57,4,10.7,62,12.4,NA,7/20/23,Bals,1/0/1900,NA,N,N,N,NA,NA,1,NA,1/0/1900,NA,NA
Nabo-JSG-SRV-604_P3_P1_P3_P2.4.1.1,Nabo,7/3/23,7/2/23,169,46,2,7.2,57,13.5,53.9,7/20/23,Nabo,1/0/1900,NA,N,N,N,NA,NA,1,40.7,8/5/23,NA,NA
